date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:09:41	14466/14466	---MCZ	200	added ('OK')	text/html	etag:%223882-68823be3-53cbf6e0cb03c84a;gz%22	https://max-themes.net/demos/kreata/work.html	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/work.html	(from https://max-themes.net/demos/kreata/)
23:09:42	14958/14958	---MCZ	200	added ('OK')	text/html	etag:%223a6e-68823be2-9ca49e56020327d5;gz%22	https://max-themes.net/demos/kreata/blog.html	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/blog.html	(from https://max-themes.net/demos/kreata/)
23:09:43	12206/12206	---MCZ	200	added ('OK')	text/html	etag:%222fae-68823be2-fe3f066f52931187;gz%22	https://max-themes.net/demos/kreata/contact.html	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/contact.html	(from https://max-themes.net/demos/kreata/)
23:09:44	5452/5452	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:09:43%20GMT	https://max-themes.net/demos/kreata/images/about-icon.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/about-icon.png	(from https://max-themes.net/demos/kreata/)
23:09:45	62814/62814	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Feb%202026%2007:09:45%20GMT	https://max-themes.net/demos/kreata/images/tab2.jpg	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/tab2.jpg	(from https://max-themes.net/demos/kreata/)
23:09:46	541/541	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:09:45%20GMT	https://max-themes.net/demos/kreata/images/arrow-white_1arrow-white.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/arrow-white_1arrow-white.png	(from https://max-themes.net/demos/kreata/)
23:09:48	770568/770568	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:09:48%20GMT	https://max-themes.net/demos/kreata/images/bd5490189531121.65ad1a5c48c1a.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/bd5490189531121.65ad1a5c48c1a.png	(from https://max-themes.net/demos/kreata/)
23:09:51	898125/898125	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:09:50%20GMT	https://max-themes.net/demos/kreata/images/int-3.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/int-3.png	(from https://max-themes.net/demos/kreata/)
23:09:51	19630/19630	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:09:51%20GMT	https://max-themes.net/demos/kreata/images/insights_1insights.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/insights_1insights.png	(from https://max-themes.net/demos/kreata/)
23:09:52	9610/9610	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:09:52%20GMT	https://max-themes.net/demos/kreata/images/projects_1projects.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/projects_1projects.png	(from https://max-themes.net/demos/kreata/)
23:09:53	82998/82998	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:09:53%20GMT	https://max-themes.net/demos/kreata/images/project1.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/project1.png	(from https://max-themes.net/demos/kreata/)
23:09:54	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-91dd122330c00368;gz%22	https://max-themes.net/demos/kreata/singleproject.html	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/singleproject.html	(from https://max-themes.net/demos/kreata/)
23:09:56	192622/192622	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:09:55%20GMT	https://max-themes.net/demos/kreata/images/project2.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/project2.png	(from https://max-themes.net/demos/kreata/)
23:09:57	94120/94120	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:09:57%20GMT	https://max-themes.net/demos/kreata/images/project3.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/project3.png	(from https://max-themes.net/demos/kreata/)
23:09:59	308827/308827	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:09:58%20GMT	https://max-themes.net/demos/kreata/images/ser-img1.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/ser-img1.png	(from https://max-themes.net/demos/kreata/)
23:10:01	350492/350492	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Feb%202026%2007:10:00%20GMT	https://max-themes.net/demos/kreata/images/tab3.jpg	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/tab3.jpg	(from https://max-themes.net/demos/kreata/)
23:10:01	1474/1474	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:10:01%20GMT	https://max-themes.net/demos/kreata/images/acc.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/acc.png	(from https://max-themes.net/demos/kreata/)
23:10:02	5513/5513	---M-Z	200	added ('OK')	image/svg+xml	etag:%221589-68823bef-cdae18c64eca803e;gz%22	https://max-themes.net/demos/kreata/images/logoipsum-236.svg	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/logoipsum-236.svg	(from https://max-themes.net/demos/kreata/)
23:10:03	10632/10632	---M-Z	200	added ('OK')	image/svg+xml	etag:%222988-68823bef-46f08f1d4ad7730e;gz%22	https://max-themes.net/demos/kreata/images/logoipsum-297.svg	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/logoipsum-297.svg	(from https://max-themes.net/demos/kreata/)
23:10:04	4481/4481	---M-Z	200	added ('OK')	image/svg+xml	etag:%221181-68823bef-9be4e47353ada07f;gz%22	https://max-themes.net/demos/kreata/images/logoipsum-264.svg	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/logoipsum-264.svg	(from https://max-themes.net/demos/kreata/)
23:10:04	8531/8531	---M-Z	200	added ('OK')	image/svg+xml	etag:%222153-68823bef-27074e4e2db2bd2c;gz%22	https://max-themes.net/demos/kreata/images/logoipsum-259.svg	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/logoipsum-259.svg	(from https://max-themes.net/demos/kreata/)
23:10:05	16977/16977	---M-Z	200	added ('OK')	image/svg+xml	etag:%224251-68823bef-a3db34c25a8f9ba4;gz%22	https://max-themes.net/demos/kreata/images/logoipsum-342.svg	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/logoipsum-342.svg	(from https://max-themes.net/demos/kreata/)
23:10:06	9508/9508	---M-Z	200	added ('OK')	image/svg+xml	etag:%222524-68823bf0-8e494ce051adabf0;gz%22	https://max-themes.net/demos/kreata/images/logoipsum-364.svg	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/logoipsum-364.svg	(from https://max-themes.net/demos/kreata/)
23:10:07	24779/24779	---M-Z	200	added ('OK')	image/svg+xml	etag:%2260cb-68823bf0-2ea6fb7873c81da4;gz%22	https://max-themes.net/demos/kreata/images/logoipsum-343.svg	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/logoipsum-343.svg	(from https://max-themes.net/demos/kreata/)
23:10:07	14839/14839	---M-Z	200	added ('OK')	image/svg+xml	etag:%2239f7-68823bef-61bc332741d096ef;gz%22	https://max-themes.net/demos/kreata/images/logoipsum-333.svg	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/logoipsum-333.svg	(from https://max-themes.net/demos/kreata/)
23:10:08	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-91dd122330c00368;gz%22	https://max-themes.net/demos/kreata/singleblog.html	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/singleblog.html	(from https://max-themes.net/demos/kreata/)
23:10:10	263145/263145	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:10:10%20GMT	https://max-themes.net/demos/kreata/images/img6.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/img6.png	(from https://max-themes.net/demos/kreata/)
23:10:12	191793/191793	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Feb%202026%2007:10:11%20GMT	https://max-themes.net/demos/kreata/images/img7.jpg	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/img7.jpg	(from https://max-themes.net/demos/kreata/)
23:10:14	368652/368652	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:10:13%20GMT	https://max-themes.net/demos/kreata/images/img1.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/img1.png	(from https://max-themes.net/demos/kreata/)
23:10:15	725/725	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:10:14%20GMT	https://max-themes.net/demos/kreata/images/arrow-white_2arrow-white.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/arrow-white_2arrow-white.png	(from https://max-themes.net/demos/kreata/)
23:10:15	1548/1548	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:10:15%20GMT	https://max-themes.net/demos/kreata/images/footer-arrow.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/footer-arrow.png	(from https://max-themes.net/demos/kreata/)
23:10:16	13335/13335	---M-Z	200	added ('OK')	application/x-javascript	etag:%223417-68823bfa-7579fe2f2aa4b39;gz%22	https://max-themes.net/demos/kreata/js/webfont.js	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/js/webfont.js	(from https://max-themes.net/demos/kreata/)
23:10:17	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-68823bf9-d427e6ad334d93f6;gz%22	https://max-themes.net/demos/kreata/js/jquery.min.js	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/js/jquery.min.js	(from https://max-themes.net/demos/kreata/)
23:10:19	1422859/1422859	---MCZ	200	added ('OK')	application/x-javascript	etag:%2215b60b-68823bfa-977f510c49d8a2d;gz%22	https://max-themes.net/demos/kreata/js/plugins.js	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/js/plugins.js	(from https://max-themes.net/demos/kreata/)
23:10:21	484328/484328	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:10:20%20GMT	https://max-themes.net/demos/kreata/images/bg2.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/bg2.png	(from https://max-themes.net/demos/kreata/css/style.css)
23:10:23	784690/784690	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:10:23%20GMT	https://max-themes.net/demos/kreata/images/bg.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/bg.png	(from https://max-themes.net/demos/kreata/css/style.css)
23:10:24	79294/79294	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Feb%202026%2007:10:24%20GMT	https://max-themes.net/demos/kreata/images/text-bg.jpg	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/text-bg.jpg	(from https://max-themes.net/demos/kreata/css/style.css)
23:10:25	1090/1090	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:10:25%20GMT	https://max-themes.net/demos/kreata/images/fb-icon_1fb-icon.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/fb-icon_1fb-icon.png	(from https://max-themes.net/demos/kreata/about.html)
23:10:26	1174/1174	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:10:25%20GMT	https://max-themes.net/demos/kreata/images/linkedin-icon_1linkedin-icon.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/linkedin-icon_1linkedin-icon.png	(from https://max-themes.net/demos/kreata/about.html)
23:10:27	1347/1347	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:10:26%20GMT	https://max-themes.net/demos/kreata/images/twitter-icon_1twitter-icon.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/twitter-icon_1twitter-icon.png	(from https://max-themes.net/demos/kreata/about.html)
23:10:27	949/949	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:10:27%20GMT	https://max-themes.net/demos/kreata/images/instagram-icon_1instagram-icon.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/instagram-icon_1instagram-icon.png	(from https://max-themes.net/demos/kreata/about.html)
23:10:28	28964/28964	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:10:28%20GMT	https://max-themes.net/demos/kreata/images/team3.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/team3.png	(from https://max-themes.net/demos/kreata/about.html)
23:10:29	30588/30588	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:10:29%20GMT	https://max-themes.net/demos/kreata/images/team2.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/team2.png	(from https://max-themes.net/demos/kreata/about.html)
23:10:30	41947/41947	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:10:30%20GMT	https://max-themes.net/demos/kreata/images/team1.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/team1.png	(from https://max-themes.net/demos/kreata/about.html)
23:10:31	22560/22560	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Feb%202026%2007:10:31%20GMT	https://max-themes.net/demos/kreata/images/project4.jpg	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/project4.jpg	(from https://max-themes.net/demos/kreata/work.html)
23:10:32	25760/25760	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Feb%202026%2007:10:32%20GMT	https://max-themes.net/demos/kreata/images/project5.jpg	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/project5.jpg	(from https://max-themes.net/demos/kreata/work.html)
23:10:33	30972/30972	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:10:33%20GMT	https://max-themes.net/demos/kreata/images/project6.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/project6.png	(from https://max-themes.net/demos/kreata/work.html)
23:10:33	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=67b7c47ca4134e6aa930da34	C:/My%20Web%20Sites/bew/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c89921.js	(from https://max-themes.net/demos/kreata/work.html)
23:10:34	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-91dd122330c00368;gz%22	https://max-themes.net/demos/kreata/js/webflow.js	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/js/webflow.js	(from https://max-themes.net/demos/kreata/work.html)
23:10:36	264209/264209	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Feb%202026%2007:10:36%20GMT	https://max-themes.net/demos/kreata/images/img4.jpg	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/img4.jpg	(from https://max-themes.net/demos/kreata/blog.html)
23:10:37	223/223	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:10:36%20GMT	https://max-themes.net/demos/kreata/images/arrow-elbow_1arrow-elbow.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/arrow-elbow_1arrow-elbow.png	(from https://max-themes.net/demos/kreata/contact.html)
23:10:38	178/178	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Feb%202026%2007:10:37%20GMT	https://max-themes.net/demos/kreata/images/small-arrow_1small-arrow.png	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/images/small-arrow_1small-arrow.png	(from https://max-themes.net/demos/kreata/contact.html)
23:10:39	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-91dd122330c00368;gz%22	https://max-themes.net/demos/kreata/Moment%20Timezone%20requires%20Moment.js.%20See%20https://momentjs.com/timezone/docs/	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/Moment%20Timezone%20requires%20Moment.js.%20See%20https_/momentjs.com/timezone/docs/index.html	(from https://max-themes.net/demos/kreata/js/plugins.js)
23:10:39	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-91dd122330c00368;gz%22	https://max-themes.net/demos/kreata/${a.url}	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/${a.url}	(from https://max-themes.net/demos/kreata/js/plugins.js)
23:10:40	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-91dd122330c00368;gz%22	https://max-themes.net/demos/kreata/${a}	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/${a}	(from https://max-themes.net/demos/kreata/js/plugins.js)
23:10:40	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2006%20Feb%202026%2007:10:39%20GMT	https://challenges.cloudflare.com/turnstile/v0/api.js	C:/My%20Web%20Sites/bew/challenges.cloudflare.com/turnstile/v0/api.3e.delayed	(from https://max-themes.net/demos/kreata/js/plugins.js)
23:10:40	50453/50453	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2014%20Jan%202026%2016:37:41%20GMT	https://challenges.cloudflare.com/turnstile/v0/b/d251aa49a8a3/api.js	C:/My%20Web%20Sites/bew/challenges.cloudflare.com/turnstile/v0/b/d251aa49a8a3/api.js	(from https://max-themes.net/demos/kreata/js/plugins.js)
23:10:41	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-91dd122330c00368;gz%22	https://max-themes.net/demos/kreata/${e}	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/${e}	(from https://max-themes.net/demos/kreata/js/plugins.js)
23:10:42	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-91dd122330c00368;gz%22	https://max-themes.net/demos/kreata/$1/	C:/My%20Web%20Sites/bew/max-themes.net/demos/kreata/$1/index.html	(from https://max-themes.net/demos/kreata/js/plugins.js)
